shipment_id,order_id,customer_id,origin_warehouse,destination_city,carrier,ship_date,delivery_date,weight_kg,quantity,status,cost_usd,tracking_number,error_flag
SHIP100042,ORD200042,CUST300042,WH_BRS,Birmingham,FedEx,2025-04-27,2025-05-03,177.14,42,Pending,418.51,1ZMXAO7G8DZDWN29YY,
SHIP100329,ORD200329,CUST300329,WH_LON,Manchester,UPS,2025-04-17,2025-04-26,112.63,13,In Transit,467.82,1ZEF83B0N077NAM1VE,
SHIP100167,ORD200167,CUST300167,WH_LIV,Manchester,DHL,2025-02-08,2025-02-11,132.39,27,Delivered,362.93,1ZHH75U01K5M1K296Y,
SHIP100497,ORD200497,CUST300497,WH_LIV,Birmingham,FedEx,2025-06-08,2025-06-15,35.34,34,In Transit,373.56,1ZT6V35HBMW9BSBV1V,
SHIP100876,ORD200876,CUST300876,WH_LON,Birmingham,FedEx,2025-08-03,2025-08-04,115.79,44,Pending,242.54,1ZXK6UU2ZTXHKFBV7S,
SHIP100597,ORD200597,CUST300597,WH_BRS,London,RoyalMail,2025-08-11,2025-08-16,197.78,14,Delivered,392.04,1ZUXEQ6N0FB8H3XQ6A,
SHIP100756,ORD200756,CUST300756,WH_BIR,Liverpool,RoyalMail,2025-03-21,2025-03-23,178.16,28,Pending,135.9,1ZB08B77LD9F6G2VKC,
SHIP100100,ORD200100,CUST300100,WH_BIR,Liverpool,RoyalMail,2025-03-21,2025-03-27,69.99,7,Cancelled,363.78,1ZG21P0C3SXQIJBFGS,
SHIP100426,ORD200426,CUST300426,WH_LIV,London,DHL,2025-07-25,2025-07-26,11.8,29,In Transit,148.47,1ZBLWZ4ENN2X7PTWUF,
SHIP100178,ORD200178,CUST300178,WH_LON,Liverpool,RoyalMail,2025-06-26,2025-06-27,116.41,21,Delivered,310.26,1Z9J8GMDH7PDUA64K8,
SHIP100444,ORD200444,CUST300444,WH_MAN,Birmingham,FedEx,2025-03-23,2025-03-25,154.85,31,Cancelled,304.52,1ZO197UEKBOETF91H7,
SHIP100416,ORD200416,CUST300416,WH_LIV,Liverpool,DHL,2025-05-14,2025-05-16,95.01,33,Cancelled,201.45,1ZXAH68U9MFN4505Q8,
SHIP100870,ORD200870,CUST300870,WH_LIV,Liverpool,RoyalMail,2025-03-13,2025-03-21,146.92,18,Pending,329.89,1ZZ0CICVHX6EABL0SK,
SHIP100882,ORD200882,CUST300882,WH_LON,Liverpool,RoyalMail,2025-08-15,2025-08-22,81.53,9,Pending,283.16,1ZJU842R6X7W99BLM6,
SHIP100680,ORD200680,CUST300680,WH_BIR,London,RoyalMail,2025-04-29,2025-05-09,76.75,36,Delivered,60.01,1ZWY5HYHK8TRF7OILA,
SHIP100177,ORD200177,CUST300177,WH_LON,Birmingham,UPS,2025-07-15,2025-07-24,124.32,32,Delivered,250.49,1ZZWA7K1SHJIEO6ZPG,
SHIP100395,ORD200395,CUST300395,WH_BIR,Birmingham,UPS,2025-01-20,2025-01-24,126.89,29,In Transit,98.11,1Z06KL1ZZHMJ5QX610,
SHIP100911,ORD200911,CUST300911,WH_MAN,Manchester,DHL,2025-01-03,2025-01-11,65.99,18,Delivered,72.15,1ZEWFFOM7Y40TSZ75R,
SHIP100793,ORD200793,CUST300793,WH_LON,Birmingham,FedEx,2025-08-31,2025-09-02,184.67,41,In Transit,320.32,1ZG5RJJ8CBOJ6LAOCP,
SHIP_BAD100010,ORD_BAD200010,CUST_BAD300010,WH_BIR,Birmingham,UPS,2025-05-05,2025-05-07,98.43,0,Cancelled,101.89,1Z2JY1MAYNDSZ6N4A1,zero_or_negative_quantity
SHIP100684,ORD200684,CUST300684,WH_BIR,Bristol,UPS,2025-02-10,2025-02-19,158.4,39,Cancelled,284.25,1ZIGRKZXHM9L84W3K4,
SHIP100383,ORD200383,CUST300383,WH_BIR,Liverpool,DHL,2025-05-02,2025-05-07,194.35,32,Pending,188.1,1ZAEMOFIMB3EGVZ1Z2,
SHIP_BAD100006,ORD_BAD200006,CUST_BAD300006,WH_MAN,Bristol,DHL,2025-04-10,2025-04-12,23.16,-5,In Transit,288.17,1Z9LR2899HNTN7OJ31,zero_or_negative_quantity
SHIP100751,ORD200751,CUST300751,WH_BIR,London,UPS,2025-05-02,2025-05-08,146.23,31,Pending,187.15,1Z926M23Z92ROB9KOK,
SHIP100257,ORD200257,CUST300257,WH_LON,London,UPS,2025-01-31,2025-02-05,133.68,49,Pending,393.36,1ZX7W6C3UXYC5IQ8K3,
SHIP100538,ORD200538,CUST300538,WH_LON,London,DHL,2025-07-25,2025-07-29,144.76,48,Delivered,436.38,1ZM5MVGVS34P7Q23Y0,
SHIP100335,ORD200335,CUST300335,WH_BIR,Manchester,RoyalMail,2025-08-25,2025-09-01,98.17,42,Pending,210.31,1Z1XDK6F9WQIHOPNXQ,
SHIP100015,ORD200015,CUST300015,WH_MAN,Manchester,RoyalMail,2025-08-10,2025-08-12,136.06,35,Delivered,470.23,1Z4Y6Y93FQBLIDK9P0,
SHIP100324,ORD200324,CUST300324,WH_BIR,Manchester,FedEx,2025-02-21,2025-03-02,1.98,10,Cancelled,41.35,1ZETIWVGKQAVGPPAMT,
SHIP100758,ORD200758,CUST300758,WH_BIR,Birmingham,FedEx,2025-08-25,2025-08-30,60.06,22,Delivered,438.58,1ZXA7PSSA4KL8LUY9K,
SHIP100222,ORD200222,CUST300222,WH_MAN,Bristol,DHL,2025-03-17,2025-03-18,0.67,36,Delivered,63.75,1ZA1FLMPEF765JUCFA,
SHIP100179,ORD200179,CUST300179,WH_LIV,Bristol,RoyalMail,2025-01-26,2025-01-31,171.33,13,In Transit,402.02,1ZQH0F4WMJBH9U1357,
SHIP_BAD100033,ORD_BAD200033,CUST_BAD300033,WH_MAN,Birmingham,,2025-01-20,2025-01-22,95.3,34,Pending,275.04,1Z1YQKRQAM228CDI27,missing_carrier
SHIP100022,ORD200022,CUST300022,WH_BIR,Manchester,RoyalMail,2025-03-25,2025-03-31,50.83,6,Cancelled,19.5,1ZJZCNSNRY7054OK7P,
SHIP100356,ORD200356,CUST300356,WH_BRS,Liverpool,UPS,2025-03-12,2025-03-19,127.31,6,Delivered,209.19,1ZB32QY52QJHVYFIQH,
SHIP100666,ORD200666,CUST300666,WH_LIV,Manchester,RoyalMail,2025-07-12,2025-07-14,145.98,47,Pending,278.51,1Z6V9JLXVIIKC7QPDI,
SHIP100861,ORD200861,CUST300861,WH_LIV,London,UPS,2025-01-29,2025-02-08,154.45,31,Cancelled,30.31,1ZHDKYVRLZF3VX5GJA,
SHIP100340,ORD200340,CUST300340,WH_MAN,Manchester,FedEx,2025-03-28,2025-04-03,188.23,43,Cancelled,195.43,1Z2CB3GPQV4LVAPTDM,
SHIP100431,ORD200431,CUST300431,WH_LON,Manchester,RoyalMail,2025-01-03,2025-01-11,127.73,36,In Transit,210.22,1ZK2WJYF9S9H86VN8N,
SHIP100551,ORD200551,CUST300551,WH_BIR,Bristol,DHL,2025-05-07,2025-05-08,8.51,38,Pending,112.33,1ZK0PKDW57JWQAKI57,
SHIP100833,ORD200833,CUST300833,WH_LIV,Birmingham,FedEx,2025-01-21,2025-01-30,1.0,43,Cancelled,124.42,1Z8OSIVTQJ9SJZEV0U,
SHIP100203,ORD200203,CUST300203,WH_MAN,London,DHL,2025-05-25,2025-05-28,37.23,10,Pending,385.06,1ZVEEFXWX9S36RM9K8,
SHIP100630,ORD200630,CUST300630,WH_BRS,Manchester,DHL,2025-08-11,2025-08-20,108.08,15,In Transit,204.53,1ZHULRE6QXLI2GCF3X,
SHIP100093,ORD200093,CUST300093,WH_BRS,Manchester,RoyalMail,2025-08-06,2025-08-13,151.24,9,Pending,255.39,1ZZ1FUCRYER19ZHCXF,
SHIP100558,ORD200558,CUST300558,WH_BIR,London,UPS,2025-04-15,2025-04-21,177.01,22,Delivered,326.28,1ZGJOWCXZ5CMQUKZST,
SHIP100068,ORD200068,CUST300068,WH_MAN,London,UPS,2025-08-29,2025-09-07,39.66,36,Delivered,71.33,1ZAJI6X5NPLUKT11NK,
SHIP100622,ORD200622,CUST300622,WH_BRS,Liverpool,UPS,2025-07-24,2025-07-29,74.23,4,Delivered,161.96,1Z6KQJ1GE8LMGCZRSY,
SHIP100284,ORD200284,CUST300284,WH_LON,London,RoyalMail,2025-07-16,2025-07-25,36.32,12,Cancelled,32.18,1ZEPBQRGTCXT72Z9OF,
SHIP100844,ORD200844,CUST300844,WH_MAN,Birmingham,RoyalMail,2025-04-22,2025-04-28,93.98,3,Delivered,41.68,1Z3G2I4D9NJN8N23BZ,
SHIP100434,ORD200434,CUST300434,WH_BIR,Bristol,DHL,2025-03-30,2025-04-03,131.58,10,Cancelled,383.68,1ZNYYZKZMQJ4VSLNIB,
SHIP100153,ORD200153,CUST300153,WH_BRS,Manchester,DHL,2025-02-15,2025-02-24,152.27,36,Cancelled,295.58,1ZXPOWJVF03D129SZO,
SHIP100075,ORD200075,CUST300075,WH_BRS,Birmingham,UPS,2025-03-25,2025-04-02,191.36,30,Delivered,277.67,1ZOVOS9HYAAXZRPOHH,
SHIP100730,ORD200730,CUST300730,WH_MAN,Liverpool,RoyalMail,2025-01-12,2025-01-13,107.23,45,In Transit,42.91,1ZZL5WH6IBVVNZ4QH0,
SHIP100446,ORD200446,CUST300446,WH_BIR,Liverpool,UPS,2025-02-10,2025-02-19,160.36,24,Delivered,212.56,1ZJ80URIIS1A0MO1QT,
SHIP100188,ORD200188,CUST300188,WH_LON,London,RoyalMail,2025-04-12,2025-04-16,137.84,10,Delivered,387.69,1Z8HOCYR2C5J3HBKNC,
SHIP100271,ORD200271,CUST300271,WH_MAN,Liverpool,UPS,2025-06-24,2025-06-28,95.31,24,Delivered,20.33,1ZYLUNXOS8JBYDT4VU,
SHIP100236,ORD200236,CUST300236,WH_MAN,Liverpool,DHL,2025-05-20,2025-05-23,118.82,22,Pending,69.17,1Z5EPJFX13UMR0H063,
SHIP100487,ORD200487,CUST300487,WH_BIR,Manchester,FedEx,2025-06-17,2025-06-27,186.6,31,Delivered,191.69,1ZBQTBBKR0X1EN5G9T,
SHIP100117,ORD200117,CUST300117,WH_MAN,London,UPS,2025-03-01,2025-03-10,0.79,43,Cancelled,426.01,1ZQ3J8H2ZP3XWIPDZ3,
SHIP100943,ORD200943,CUST300943,WH_BIR,Birmingham,UPS,2025-02-16,2025-02-24,162.47,20,Pending,22.9,1ZXYXJ06SCQZTS9AOV,
SHIP100512,ORD200512,CUST300512,WH_BRS,Manchester,RoyalMail,2025-07-03,2025-07-09,27.04,25,Pending,424.05,1ZQVSMYB8T85Z08P7V,
SHIP100825,ORD200825,CUST300825,WH_LIV,London,DHL,2025-04-21,2025-04-29,12.18,9,Delivered,441.8,1ZPTPJ3IXNILRY5W5J,
SHIP100591,ORD200591,CUST300591,WH_MAN,Liverpool,DHL,2025-01-19,2025-01-29,92.74,17,In Transit,325.3,1ZP3LO1UNPTCIAPET8,
SHIP100126,ORD200126,CUST300126,WH_BIR,Bristol,DHL,2025-01-01,2025-01-11,36.83,21,In Transit,323.43,1Z3HB2CBMYTOQC07OC,
SHIP100116,ORD200116,CUST300116,WH_LON,Birmingham,DHL,2025-07-25,2025-08-03,175.46,19,Delivered,170.38,1ZJ07KAMGLHR7WR80E,
SHIP100473,ORD200473,CUST300473,WH_BIR,Manchester,RoyalMail,2025-05-17,2025-05-20,6.94,37,Pending,319.38,1ZKC7ZDABO1M6CFZ0Z,
SHIP100693,ORD200693,CUST300693,WH_BRS,Birmingham,RoyalMail,2025-03-12,2025-03-21,99.75,4,Delivered,396.7,1Z90SBFDRCWKSBB7SS,
SHIP100057,ORD200057,CUST300057,WH_MAN,Birmingham,FedEx,2025-04-24,2025-05-04,107.04,20,Cancelled,452.95,1Z6OKFRSIF57LV1HDX,
SHIP100863,ORD200863,CUST300863,WH_MAN,London,RoyalMail,2025-08-12,2025-08-18,34.17,11,In Transit,99.95,1ZCRJCSXERZGJ6RVN3,
SHIP100912,ORD200912,CUST300912,WH_LIV,Birmingham,RoyalMail,2025-04-21,2025-04-24,93.75,14,In Transit,470.22,1ZEQP1EXQ1S0K1D1M6,
SHIP100369,ORD200369,CUST300369,WH_LON,Birmingham,UPS,2025-08-29,2025-09-08,174.07,41,In Transit,410.26,1Z79KTR58QDW366V6H,
SHIP100268,ORD200268,CUST300268,WH_BIR,Manchester,DHL,2025-03-18,2025-03-25,126.97,27,Delivered,413.62,1ZN9LE468TGKFN1549,
SHIP100046,ORD200046,CUST300046,WH_BIR,Birmingham,FedEx,2025-07-04,2025-07-08,83.06,30,Cancelled,213.83,1Z3FND5X2T33QTKLKB,
SHIP100349,ORD200349,CUST300349,WH_BIR,Birmingham,UPS,2025-04-07,2025-04-09,126.65,29,Delivered,15.69,1Z44NW8LZHO3LDZPA4,
SHIP100195,ORD200195,CUST300195,WH_LIV,Liverpool,UPS,2025-04-04,2025-04-14,162.31,6,Cancelled,288.84,1Z72BHHWPT3N1TDSXC,
SHIP_BAD100049,ORD_BAD200049,CUST_BAD300049,WH_BIR,London,RoyalMail,2025-08-24,2025-08-29,-14.8,36,In Transit,290.11,1ZY5YVVC3J24ZI1VC1,negative_weight
SHIP100834,ORD200834,CUST300834,WH_LON,Liverpool,DHL,2025-07-29,2025-07-31,32.62,24,Delivered,106.08,1ZQ2Q81P1MYFT85PNI,
SHIP100736,ORD200736,CUST300736,WH_BRS,Birmingham,FedEx,2025-01-03,2025-01-08,91.0,9,In Transit,198.82,1ZFU3Y9SNXQXJBO3II,
SHIP100263,ORD200263,CUST300263,WH_BIR,Birmingham,FedEx,2025-06-30,2025-07-03,62.84,25,Cancelled,384.37,1ZKHJJGK529LDORA2L,
SHIP100443,ORD200443,CUST300443,WH_LIV,Manchester,RoyalMail,2025-04-08,2025-04-18,106.33,12,Delivered,421.94,1ZVOHMLJA7YWRFG8F6,
SHIP100675,ORD200675,CUST300675,WH_LON,London,DHL,2025-04-29,2025-05-06,111.21,50,Pending,400.66,1ZI10WSJ3ER35IJITO,
SHIP100304,ORD200304,CUST300304,WH_MAN,Liverpool,UPS,2025-03-06,2025-03-13,9.57,48,Pending,157.31,1ZE45KAFLYBOC9RG8Z,
SHIP100341,ORD200341,CUST300341,WH_BRS,Birmingham,FedEx,2025-06-18,2025-06-26,1.12,41,Delivered,18.15,1ZC1TBFLEM2FXXZUWQ,
SHIP_BAD100016,ORD_BAD200016,CUST_BAD300016,WH_MAN,London,UPS,2025-02-03,2025-02-04,191.32,36,Pending,303.41,1ZX9GEG,bad_tracking
SHIP100149,ORD200149,CUST300149,WH_LON,Birmingham,RoyalMail,2025-05-08,2025-05-09,7.65,36,Pending,414.7,1ZSYMWKNGCTTUBRLPD,
SHIP100124,ORD200124,CUST300124,WH_BIR,Bristol,UPS,2025-08-31,2025-09-04,35.52,3,Pending,37.52,1ZL0HBMTC6SV25P53I,
SHIP100786,ORD200786,CUST300786,WH_MAN,London,FedEx,2025-03-14,2025-03-21,160.64,33,Delivered,65.15,1ZGAGXCEKT3DRJ9BS5,
SHIP100050,ORD200050,CUST300050,WH_MAN,London,DHL,2025-03-07,2025-03-12,99.73,28,In Transit,73.3,1ZJ8KOCEQFG2BFENAE,
SHIP100353,ORD200353,CUST300353,WH_BRS,Liverpool,DHL,2025-04-19,2025-04-22,126.1,18,In Transit,360.08,1ZKNI5TBSDY89JOEB3,
SHIP100927,ORD200927,CUST300927,WH_LIV,London,UPS,2025-08-04,2025-08-14,18.91,34,Pending,239.68,1ZIA5DDCBML0F54Q7H,
SHIP100142,ORD200142,CUST300142,WH_BRS,Bristol,UPS,2025-04-27,2025-05-06,87.02,44,In Transit,177.94,1ZWC6YXE8Q4QL6DN1V,
SHIP100470,ORD200470,CUST300470,WH_BRS,Birmingham,DHL,2025-07-31,2025-08-09,15.77,24,Pending,81.91,1ZZMVDZ2XQF0Y9NVUF,
SHIP100399,ORD200399,CUST300399,WH_MAN,Bristol,DHL,2025-01-27,2025-02-05,115.0,42,Cancelled,344.24,1ZFT71H194GLL800SK,
SHIP100625,ORD200625,CUST300625,WH_LON,Birmingham,DHL,2025-07-19,2025-07-24,164.5,19,Cancelled,86.77,1ZYDAV6SPDJ66VQOGB,
SHIP100320,ORD200320,CUST300320,WH_MAN,London,UPS,2025-08-07,2025-08-16,56.73,23,Cancelled,473.45,1ZTR0NZYV8Q78LJGTC,
SHIP100019,ORD200019,CUST300019,WH_MAN,Birmingham,RoyalMail,2025-05-24,2025-06-03,166.2,36,Cancelled,449.63,1ZQH98MRIM92A9BJ48,
SHIP100809,ORD200809,CUST300809,WH_LON,Liverpool,UPS,2025-03-23,2025-03-29,107.76,30,In Transit,424.47,1Z497NFJK43DT9PT7Y,
SHIP100790,ORD200790,CUST300790,WH_LON,London,FedEx,2025-08-13,2025-08-14,85.83,45,Pending,33.33,1Z9AY9LXE9CFWEW5XD,
SHIP100808,ORD200808,CUST300808,WH_LIV,Bristol,UPS,2025-05-16,2025-05-26,158.95,2,Cancelled,291.82,1Z1H9RXUMO06IRAMG9,
SHIP100407,ORD200407,CUST300407,WH_LIV,Liverpool,UPS,2025-05-03,2025-05-08,136.45,11,In Transit,172.76,1ZGYNF0ZV6R0CH0VH1,
SHIP100537,ORD200537,CUST300537,WH_BRS,Birmingham,RoyalMail,2025-03-27,2025-04-02,141.6,9,Delivered,362.37,1ZJH9WX3NBI4TT32D5,
SHIP100620,ORD200620,CUST300620,WH_BIR,London,RoyalMail,2025-06-26,2025-06-30,156.84,35,Delivered,38.05,1ZMY05CD4WNR93TLKH,
SHIP100038,ORD200038,CUST300038,WH_LON,Birmingham,UPS,2025-05-20,2025-05-23,197.54,20,Cancelled,348.25,1ZGAZU3DCAP0TE0VSZ,
SHIP100175,ORD200175,CUST300175,WH_LIV,Manchester,RoyalMail,2025-05-25,2025-06-02,136.48,38,Pending,246.17,1Z9DS7PSECJP9AEQCJ,
SHIP100245,ORD200245,CUST300245,WH_MAN,London,DHL,2025-05-09,2025-05-16,74.88,29,Cancelled,255.71,1ZTGJTWGDOOZV6V3E6,
SHIP100828,ORD200828,CUST300828,WH_LON,Manchester,DHL,2025-07-08,2025-07-15,25.46,42,Delivered,473.79,1ZP0QFBYRQZ9D1VNWZ,
SHIP100667,ORD200667,CUST300667,WH_BRS,Birmingham,DHL,2025-02-17,2025-02-21,159.84,49,Pending,108.98,1ZAAXNTUK32U57QWV0,
SHIP100754,ORD200754,CUST300754,WH_BIR,Bristol,RoyalMail,2025-05-17,2025-05-27,70.81,41,In Transit,470.95,1ZOWPB43RB6YOSM641,
SHIP100858,ORD200858,CUST300858,WH_LON,Bristol,FedEx,2025-06-02,2025-06-07,180.39,22,Pending,297.12,1Z6GP3DQ4FYH5UMEDW,
SHIP100154,ORD200154,CUST300154,WH_MAN,Liverpool,DHL,2025-02-07,2025-02-08,72.06,29,Pending,311.89,1ZOK8NDISPO1DESOY1,
SHIP100287,ORD200287,CUST300287,WH_BIR,Birmingham,UPS,2025-08-05,2025-08-12,7.88,26,Cancelled,261.54,1ZQXWV820KJ9NW4MNG,
SHIP100602,ORD200602,CUST300602,WH_MAN,Liverpool,UPS,2025-06-09,2025-06-10,107.65,28,Delivered,29.08,1Z3XNZPTZAUZZDHQE0,
SHIP100569,ORD200569,CUST300569,WH_LON,Birmingham,DHL,2025-04-21,2025-05-01,112.56,46,In Transit,388.73,1Z19ANZCULXUGHRULK,
SHIP100743,ORD200743,CUST300743,WH_LON,Birmingham,FedEx,2025-05-08,2025-05-09,128.74,11,Pending,348.84,1ZECQ5WG4FOE70A2TX,
SHIP100017,ORD200017,CUST300017,WH_LIV,Birmingham,UPS,2025-03-19,2025-03-24,93.27,29,In Transit,260.48,1ZSYQNANM3Y8BT51ZM,
SHIP100127,ORD200127,CUST300127,WH_LON,London,RoyalMail,2025-07-21,2025-07-23,87.92,27,In Transit,443.43,1ZHDJ3HVNO52UABY26,
SHIP100322,ORD200322,CUST300322,WH_BRS,Bristol,RoyalMail,2025-02-09,2025-02-15,196.04,14,Cancelled,41.22,1ZDHBYNA6O6TL07WD7,
SHIP100255,ORD200255,CUST300255,WH_MAN,Liverpool,DHL,2025-05-05,2025-05-12,43.97,33,In Transit,417.47,1ZSKOYUPPSFW440CO5,
SHIP100657,ORD200657,CUST300657,WH_BRS,Manchester,RoyalMail,2025-05-12,2025-05-21,32.98,9,Delivered,283.13,1ZWREYVLERJAV4PIZW,
SHIP_BAD100014,ORD_BAD200014,CUST_BAD300014,WH_LON,Birmingham,,2025-06-03,2025-06-04,107.49,1,Cancelled,209.75,1Z6P4VN5556509B56Z,missing_carrier
SHIP100190,ORD200190,CUST300190,WH_LON,Bristol,RoyalMail,2025-04-04,2025-04-12,146.86,2,Delivered,390.25,1Z8PNJDIHJMBN3I2U4,
SHIP100115,ORD200115,CUST300115,WH_LON,London,DHL,2025-02-28,2025-03-09,49.29,31,Delivered,197.66,1Z5XUJWQFBEP92DIW6,
SHIP100616,ORD200616,CUST300616,WH_LON,Liverpool,RoyalMail,2025-02-10,2025-02-14,22.13,15,In Transit,140.41,1ZIJOYXWXZV5ZJKYFL,
SHIP100606,ORD200606,CUST300606,WH_BIR,Liverpool,UPS,2025-02-24,2025-03-06,69.18,26,Cancelled,456.27,1ZA8U4FNHZE6946N4O,
SHIP100180,ORD200180,CUST300180,WH_LON,Birmingham,UPS,2025-03-07,2025-03-15,52.32,24,Delivered,178.63,1ZECOLKNJZABIRG2MG,
SHIP100301,ORD200301,CUST300301,WH_LIV,Birmingham,DHL,2025-03-29,2025-04-05,172.0,21,Cancelled,136.02,1Z436593BE6MB02EBE,
SHIP100759,ORD200759,CUST300759,WH_BRS,Manchester,RoyalMail,2025-03-14,2025-03-18,53.13,34,In Transit,81.59,1Z1BFLHXZOJRIU9830,
SHIP100712,ORD200712,CUST300712,WH_BIR,London,UPS,2025-03-17,2025-03-23,87.31,33,In Transit,11.41,1ZK4VH0KX1M7PC916T,
SHIP100723,ORD200723,CUST300723,WH_LON,Bristol,UPS,2025-02-24,2025-03-03,13.35,35,Delivered,317.16,1ZWYZCMWYCR8DK5D22,
SHIP100685,ORD200685,CUST300685,WH_BIR,Bristol,FedEx,2025-04-20,2025-04-21,35.82,19,In Transit,173.32,1ZD3XKUNN6NVXPALD8,
SHIP_BAD100029,ORD_BAD200029,CUST_BAD300029,WH_BIR,Manchester,,2025-05-28,2025-05-30,37.62,13,Delivered,447.56,1ZGZOUOPACHKU44IP1,missing_carrier
SHIP100517,ORD200517,CUST300517,WH_LIV,Bristol,FedEx,2025-07-07,2025-07-11,167.23,2,Cancelled,367.05,1ZB3EPOSDHU6B6F939,
SHIP_BAD100034,ORD_BAD200034,CUST_BAD300034,WH_MAN,Bristol,FedEx,2025-03-26,2025-03-30,-5.32,30,Delivered,182.61,1Z11N3EXDGHTJ1YL5G,negative_weight
SHIP100045,ORD200045,CUST300045,WH_BIR,Birmingham,RoyalMail,2025-01-08,2025-01-09,137.38,32,Cancelled,46.01,1Z2L29MJBZJGL3PUNR,
SHIP100909,ORD200909,CUST300909,WH_BRS,Birmingham,FedEx,2025-02-18,2025-02-21,157.33,9,In Transit,287.11,1ZUA1VXBRTXWGML65H,
SHIP100157,ORD200157,CUST300157,WH_MAN,Manchester,UPS,2025-06-19,2025-06-25,44.08,49,Cancelled,498.35,1ZTZ0OGWMMYOBWYDJA,
SHIP100851,ORD200851,CUST300851,WH_LIV,London,RoyalMail,2025-07-14,2025-07-15,184.81,29,Pending,445.2,1ZOXA76U6XD84T5AFZ,
SHIP100171,ORD200171,CUST300171,WH_MAN,Bristol,RoyalMail,2025-05-30,2025-06-04,113.15,40,Delivered,495.98,1ZE7JK6KHZKRE4V48S,
SHIP100016,ORD200016,CUST300016,WH_LIV,Manchester,RoyalMail,2025-08-25,2025-09-03,14.46,43,Delivered,315.35,1ZN4WIOBPJ6NDQ6KEU,
SHIP100511,ORD200511,CUST300511,WH_MAN,Manchester,RoyalMail,2025-08-08,2025-08-16,179.21,49,In Transit,480.06,1ZB4KWPKRJEP73LVE9,
SHIP100048,ORD200048,CUST300048,WH_LON,Liverpool,UPS,2025-08-26,2025-08-31,140.69,20,Delivered,182.0,1Z65N2QY3JDG5BBXLV,
SHIP_BAD100021,ORD_BAD200021,CUST_BAD300021,WH_BRS,Birmingham,FedEx,2025-06-13,2025-06-22,9.69,0,In Transit,306.5,1ZEWOLF3A544AEJRWC,zero_or_negative_quantity
SHIP100940,ORD200940,CUST300940,WH_BIR,Liverpool,DHL,2025-06-15,2025-06-25,111.79,13,Cancelled,194.78,1ZGLDEF25BE86Y1SU4,
SHIP100515,ORD200515,CUST300515,WH_MAN,Bristol,DHL,2025-02-27,2025-03-07,92.32,29,Cancelled,299.62,1Z2Z0GNWHP2CY99W0L,
SHIP_BAD100002,ORD_BAD200002,CUST_BAD300002,WH_MAN,London,UPS,2025-08-23,2025-08-30,94.81,24,In Transit,132.11,1ZJC8AVPZHLAC2NVPF7MXB7NEBQ,bad_tracking
SHIP100480,ORD200480,CUST300480,WH_BRS,Manchester,DHL,2025-02-05,2025-02-08,44.59,24,Delivered,359.76,1ZBPKAPO5S4LU98UK5,
SHIP100283,ORD200283,CUST300283,WH_BRS,London,UPS,2025-05-07,2025-05-16,93.91,6,Cancelled,157.19,1ZZOA8FKJXIIEGPTCL,
SHIP100718,ORD200718,CUST300718,WH_MAN,Bristol,FedEx,2025-07-03,2025-07-08,109.66,12,Delivered,402.1,1ZDZWYAWJB1TXPEGC2,
SHIP100877,ORD200877,CUST300877,WH_BIR,London,RoyalMail,2025-04-29,2025-05-01,164.56,20,Delivered,94.09,1ZL57PJY8VO8BONO4C,
SHIP100225,ORD200225,CUST300225,WH_BRS,Bristol,UPS,2025-06-19,2025-06-21,122.8,22,Pending,239.75,1ZIGQFYSA1XQQK2H61,
SHIP100026,ORD200026,CUST300026,WH_BIR,London,DHL,2025-07-02,2025-07-10,59.2,26,In Transit,160.04,1ZKHJFQBP99464JR67,
SHIP_BAD100004,ORD_BAD200004,CUST_BAD300004,WH_LIV,Birmingham,DHL,2025-05-08,2025-05-12,94.57,11,Pending,472.06,1ZEBA5KT5UAR,bad_tracking
SHIP100437,ORD200437,CUST300437,WH_LIV,London,FedEx,2025-04-21,2025-04-22,103.22,34,Cancelled,453.09,1ZCEKP4WWLMZ1QCGEG,
SHIP_BAD100001,ORD_BAD200001,CUST_BAD300001,WH_BRS,Bristol,,2025-05-02,2025-05-06,35.88,31,In Transit,184.54,1ZU3OZZETK2HWYD8N2,missing_carrier
SHIP100364,ORD200364,CUST300364,WH_BIR,Liverpool,UPS,2025-06-05,2025-06-07,189.69,24,Delivered,159.13,1Z30JVBQDSJDN7DV4Q,
SHIP100229,ORD200229,CUST300229,WH_BRS,Liverpool,UPS,2025-04-29,2025-05-03,135.7,12,Delivered,278.33,1ZOT033G7A603XNUYM,
SHIP100037,ORD200037,CUST300037,WH_MAN,London,UPS,2025-01-08,2025-01-09,72.01,28,In Transit,129.66,1ZEO66LDOHK8MGOWGA,
SHIP_BAD100015,ORD_BAD200015,CUST_BAD300015,WH_LON,London,,2025-06-01,2025-06-11,18.91,47,Delivered,231.66,1ZS8W348OTYBBSF5RJ,missing_carrier
SHIP100374,ORD200374,CUST300374,WH_MAN,Liverpool,RoyalMail,2025-02-08,2025-02-11,89.62,31,Pending,65.45,1ZFQ5B4RCHHZLM4XXD,
SHIP100469,ORD200469,CUST300469,WH_MAN,London,UPS,2025-04-19,2025-04-25,36.16,23,Cancelled,18.58,1ZBMLC1Q833QMF9YO8,
SHIP_BAD100017,ORD_BAD200017,CUST_BAD300017,WH_LIV,London,FedEx,2025-07-07,2025-07-10,-30.28,15,Delivered,253.88,1ZWNYO8KRO3TMWGXWT,negative_weight
